ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,,1500,3000,3000,2500,5000,Total Price
4016,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44000,,,,,,,id:3963,,,,,,78,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,3000,3000,5000,10000,44000
4017,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24500,,,,,,,id:3963,,,,,,79,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,0,0,0,0,24500
4018,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34500,,,,,,,id:3963,,,,,,80,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,0,0,0,10000,34500
4019,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29500,,,,,,,id:3963,,,,,,1,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,0,0,5000,0,29500
4020,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39500,,,,,,,id:3963,,,,,,2,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,0,0,5000,10000,39500
4021,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27500,,,,,,,id:3963,,,,,,3,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,0,3000,0,0,27500
4022,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37500,,,,,,,id:3963,,,,,,4,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,0,3000,0,10000,37500
4023,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32500,,,,,,,id:3963,,,,,,5,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,0,3000,5000,0,32500
4024,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42500,,,,,,,id:3963,,,,,,6,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,0,3000,5000,10000,42500
4025,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27500,,,,,,,id:3963,,,,,,7,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,0,0,0,27500
4026,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37500,,,,,,,id:3963,,,,,,8,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,0,0,10000,37500
4027,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32500,,,,,,,id:3963,,,,,,9,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,0,5000,0,32500
4028,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42500,,,,,,,id:3963,,,,,,10,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,0,5000,10000,42500
4029,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30500,,,,,,,id:3963,,,,,,11,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,3000,0,0,30500
4030,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40500,,,,,,,id:3963,,,,,,12,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,3000,0,10000,40500
4031,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35500,,,,,,,id:3963,,,,,,13,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,3000,5000,0,35500
4032,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,45500,,,,,,,id:3963,,,,,,14,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,3000,5000,10000,45500
4033,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26000,,,,,,,id:3963,,,,,,15,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,0,0,0,26000
4034,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36000,,,,,,,id:3963,,,,,,16,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,0,0,10000,36000
4035,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31000,,,,,,,id:3963,,,,,,17,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,0,5000,0,31000
4036,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41000,,,,,,,id:3963,,,,,,18,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,0,5000,10000,41000
4037,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29000,,,,,,,id:3963,,,,,,19,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,3000,0,0,29000
4038,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39000,,,,,,,id:3963,,,,,,20,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,3000,0,10000,39000
4039,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34000,,,,,,,id:3963,,,,,,21,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,3000,5000,0,34000
4040,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44000,,,,,,,id:3963,,,,,,22,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,3000,5000,10000,44000
4041,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29000,,,,,,,id:3963,,,,,,23,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,0,0,0,29000
4042,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39000,,,,,,,id:3963,,,,,,24,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,0,0,10000,39000
4043,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34000,,,,,,,id:3963,,,,,,25,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,0,5000,0,34000
4044,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44000,,,,,,,id:3963,,,,,,26,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,0,5000,10000,44000
4045,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32000,,,,,,,id:3963,,,,,,27,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,3000,0,0,32000
4046,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42000,,,,,,,id:3963,,,,,,28,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,3000,0,10000,42000
4047,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,,,,id:3963,,,,,,29,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,3000,5000,0,37000
4048,"variation, virtual",,Explore Koh Phangan,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,47000,,,,,,,id:3963,,,,,,30,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,3000,5000,10000,47000
4056,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20000,,,,,,,id:4050,,,,,,31,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,0,0,0,0,0,20000
4057,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30000,,,,,,,id:4050,,,,,,32,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,0,0,0,0,10000,30000
4058,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25000,,,,,,,id:4050,,,,,,33,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,0,0,0,5000,0,25000
4059,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35000,,,,,,,id:4050,,,,,,34,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,0,0,0,5000,10000,35000
4060,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,23000,,,,,,,id:4050,,,,,,35,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,0,0,3000,0,0,23000
4061,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33000,,,,,,,id:4050,,,,,,36,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,0,0,3000,0,10000,33000
4062,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28000,,,,,,,id:4050,,,,,,37,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,0,0,3000,5000,0,28000
4063,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38000,,,,,,,id:4050,,,,,,38,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,0,0,3000,5000,10000,38000
4064,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,23000,,,,,,,id:4050,,,,,,39,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,0,3000,0,0,0,23000
4065,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33000,,,,,,,id:4050,,,,,,40,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,0,3000,0,0,10000,33000
4066,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28000,,,,,,,id:4050,,,,,,41,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,0,3000,0,5000,0,28000
4067,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38000,,,,,,,id:4050,,,,,,42,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,0,3000,0,5000,10000,38000
4068,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26000,,,,,,,id:4050,,,,,,43,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,0,3000,3000,0,0,26000
4069,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36000,,,,,,,id:4050,,,,,,44,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,0,3000,3000,0,10000,36000
4070,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31000,,,,,,,id:4050,,,,,,45,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,0,3000,3000,5000,0,31000
4071,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41000,,,,,,,id:4050,,,,,,46,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,0,3000,3000,5000,10000,41000
4072,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,21500,,,,,,,id:4050,,,,,,47,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,1500,0,0,0,0,21500
4073,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31500,,,,,,,id:4050,,,,,,48,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,1500,0,0,0,10000,31500
4074,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26500,,,,,,,id:4050,,,,,,49,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,1500,0,0,5000,0,26500
4075,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36500,,,,,,,id:4050,,,,,,50,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,1500,0,0,5000,10000,36500
4076,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24500,,,,,,,id:4050,,,,,,51,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,1500,0,3000,0,0,24500
4077,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34500,,,,,,,id:4050,,,,,,52,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,1500,0,3000,0,10000,34500
4078,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29500,,,,,,,id:4050,,,,,,53,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,1500,0,3000,5000,0,29500
4079,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39500,,,,,,,id:4050,,,,,,54,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,1500,0,3000,5000,10000,39500
