ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,,1500,3000,3000,2500,5000,Total Price
4080,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24500,,,,,,,id:4050,,,,,,55,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,1500,3000,0,0,0,24500
4081,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34500,,,,,,,id:4050,,,,,,56,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,1500,3000,0,0,10000,34500
4082,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29500,,,,,,,id:4050,,,,,,57,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,1500,3000,0,5000,0,29500
4083,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39500,,,,,,,id:4050,,,,,,58,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,1500,3000,0,5000,10000,39500
4084,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27500,,,,,,,id:4050,,,,,,59,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,1500,3000,3000,0,0,27500
4085,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37500,,,,,,,id:4050,,,,,,60,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,1500,3000,3000,0,10000,37500
4086,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32500,,,,,,,id:4050,,,,,,61,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,1500,3000,3000,5000,0,32500
4087,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42500,,,,,,,id:4050,,,,,,62,"Add'l Guest (2,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,1500,3000,3000,5000,10000,42500
4088,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,23000,,,,,,,id:4050,,,,,,63,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,3000,0,0,0,0,23000
4089,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33000,,,,,,,id:4050,,,,,,64,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,0,0,0,10000,33000
4090,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28000,,,,,,,id:4050,,,,,,65,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,3000,0,0,5000,0,28000
4091,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38000,,,,,,,id:4050,,,,,,66,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,0,0,5000,10000,38000
4092,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26000,,,,,,,id:4050,,,,,,67,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,3000,0,3000,0,0,26000
4093,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36000,,,,,,,id:4050,,,,,,68,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,0,3000,0,10000,36000
4094,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31000,,,,,,,id:4050,,,,,,69,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,3000,0,3000,5000,0,31000
4095,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41000,,,,,,,id:4050,,,,,,70,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,0,3000,5000,10000,41000
4096,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26000,,,,,,,id:4050,,,,,,71,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,3000,3000,0,0,0,26000
4097,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36000,,,,,,,id:4050,,,,,,72,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,3000,0,0,10000,36000
4098,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31000,,,,,,,id:4050,,,,,,73,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,3000,3000,0,5000,0,31000
4099,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41000,,,,,,,id:4050,,,,,,74,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,3000,0,5000,10000,41000
4100,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29000,,,,,,,id:4050,,,,,,75,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,3000,3000,3000,0,0,29000
4101,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39000,,,,,,,id:4050,,,,,,76,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,3000,3000,0,10000,39000
4102,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34000,,,,,,,id:4050,,,,,,77,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,3000,3000,3000,5000,0,34000
4103,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44000,,,,,,,id:4050,,,,,,78,"Add'l Guest (2,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,3000,3000,3000,5000,10000,44000
4104,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24500,,,,,,,id:4050,,,,,,79,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,0,0,0,0,24500
4105,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34500,,,,,,,id:4050,,,,,,80,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,0,0,0,10000,34500
4106,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29500,,,,,,,id:4050,,,,,,1,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,0,0,5000,0,29500
4107,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39500,,,,,,,id:4050,,,,,,2,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,0,0,5000,10000,39500
4108,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27500,,,,,,,id:4050,,,,,,3,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,0,3000,0,0,27500
4109,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37500,,,,,,,id:4050,,,,,,4,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,0,3000,0,10000,37500
4110,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32500,,,,,,,id:4050,,,,,,5,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,0,3000,5000,0,32500
4111,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42500,,,,,,,id:4050,,,,,,6,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,0,3000,5000,10000,42500
4112,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27500,,,,,,,id:4050,,,,,,7,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,0,0,0,27500
4113,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37500,,,,,,,id:4050,,,,,,8,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,0,0,10000,37500
4114,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32500,,,,,,,id:4050,,,,,,9,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,0,5000,0,32500
4115,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42500,,,,,,,id:4050,,,,,,10,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,0,5000,10000,42500
4116,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30500,,,,,,,id:4050,,,,,,11,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,3000,0,0,30500
4117,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40500,,,,,,,id:4050,,,,,,12,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,3000,0,10000,40500
4118,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35500,,,,,,,id:4050,,,,,,13,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,3000,5000,0,35500
4119,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,45500,,,,,,,id:4050,,,,,,14,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,3000,5000,10000,45500
4120,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26000,,,,,,,id:4050,,,,,,15,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,0,0,0,26000
4121,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36000,,,,,,,id:4050,,,,,,16,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,0,0,10000,36000
4122,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31000,,,,,,,id:4050,,,,,,17,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,0,5000,0,31000
4123,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41000,,,,,,,id:4050,,,,,,18,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,0,5000,10000,41000
4124,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29000,,,,,,,id:4050,,,,,,19,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,3000,0,0,29000
4125,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39000,,,,,,,id:4050,,,,,,20,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,3000,0,10000,39000
4126,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34000,,,,,,,id:4050,,,,,,21,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,3000,5000,0,34000
4127,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44000,,,,,,,id:4050,,,,,,22,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,3000,5000,10000,44000
4128,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29000,,,,,,,id:4050,,,,,,23,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,0,0,0,29000
4129,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39000,,,,,,,id:4050,,,,,,24,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,0,0,10000,39000
4130,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34000,,,,,,,id:4050,,,,,,25,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,0,5000,0,34000
4131,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44000,,,,,,,id:4050,,,,,,26,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,0,5000,10000,44000
4132,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32000,,,,,,,id:4050,,,,,,27,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,3000,0,0,32000
4133,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42000,,,,,,,id:4050,,,,,,28,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,3000,0,10000,42000
4134,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,,,,id:4050,,,,,,29,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,3000,5000,0,37000
4135,"variation, virtual",,Explore Southern Islands (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,47000,,,,,,,id:4050,,,,,,30,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,3000,5000,10000,47000
4143,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20000,,,,,,,id:4137,,,,,,31,"Add'l Guest (2,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,0,0,0,0,0,20000
